,Topic,Count,Name,-1
0,-1.0,41.0,-1_three_policy_local_impact,"('three', 0.053194518101831983)"
1,,,,"('policy', 0.05176184225393448)"
2,,,,"('local', 0.04437029927736461)"
3,,,,"('impact', 0.03734082791922527)"
4,,,,"('level', 0.03734082791922527)"
5,,,,"('action', 0.03241183208556608)"
6,,,,"('participation', 0.030718209010416733)"
7,,,,"('planning', 0.02986094573556294)"
8,,,,"('vulnerability', 0.02899638058287538)"
9,,,,"('project', 0.0281242398755623)"
