,Topic,Count,Name,-1
0,-1.0,47.0,-1_forest_fire_management_ecosystem,"('forest', 0.12110267655302938)"
1,,,,"('fire', 0.049960194165645795)"
2,,,,"('management', 0.044054814422295877)"
3,,,,"('ecosystem', 0.03519377475557799)"
4,,,,"('tree', 0.03519377475557799)"
5,,,,"('growth', 0.033007872570670505)"
6,,,,"('year', 0.030776971580755076)"
7,,,,"('carbon', 0.027918659806705073)"
8,,,,"('effect', 0.025570022541545678)"
9,,,,"('scenario', 0.02497346047354261)"
