,Topic,Count,Name,-1
0,-1.0,76.0,-1_policy_local_approach_impact,"('policy', 0.05123644768199215)"
1,,,,"('local', 0.03540259894328196)"
2,,,,"('approach', 0.027062562127775438)"
3,,,,"('impact', 0.025679834404942686)"
4,,,,"('community', 0.025679834404942686)"
5,,,,"('process', 0.024746342119182595)"
6,,,,"('governance', 0.024746342119182595)"
7,,,,"('action', 0.024746342119182595)"
8,,,,"('project', 0.023803000639017684)"
9,,,,"('resilience', 0.022368446349519865)"
