,Topic,Count,Name,-1
0,-1.0,13.0,-1_hydropower_energy_future_system,"('hydropower', 0.08374000487722136)"
1,,,,"('energy', 0.06998554395048362)"
2,,,,"('future', 0.05943838494343144)"
3,,,,"('system', 0.04812016513257252)"
4,,,,"('power', 0.04812016513257252)"
5,,,,"('using', 0.04812016513257252)"
6,,,,"('production', 0.043325423153984154)"
7,,,,"('scenario', 0.04086022250495997)"
8,,,,"('strategy', 0.04086022250495997)"
9,,,,"('model', 0.03834512239531493)"
