,Topic,Count,Name,-1
0,-1.0,35.0,-1_process_local_approach_policy,"('process', 0.05564413034916259)"
1,,,,"('local', 0.05095306146367424)"
2,,,,"('approach', 0.041067978134194084)"
3,,,,"('policy', 0.03934459336721232)"
4,,,,"('adaptive', 0.03671251380642971)"
5,,,,"('tool', 0.03671251380642971)"
6,,,,"('planning', 0.03492422672576184)"
7,,,,"('community', 0.03401936654658263)"
8,,,,"('level', 0.03310704150657263)"
9,,,,"('social', 0.03310704150657263)"
