,Topic,Count,Name,-1
0,-1.0,18.0,-1_social_people_risk_vulnerability,"('social', 0.056918675193751454)"
1,,,,"('people', 0.05286423936754158)"
2,,,,"('risk', 0.04656031016529226)"
3,,,,"('vulnerability', 0.04656031016529226)"
4,,,,"('development', 0.03766132107718978)"
5,,,,"('local', 0.03533147459139894)"
6,,,,"('coping', 0.03533147459139894)"
7,,,,"('community', 0.03295269716897429)"
8,,,,"('impact', 0.03052046553185327)"
9,,,,"('customer', 0.03052046553185327)"
