,Topic,Count,Name,-1
0,-1.0,19.0,-1_crop_yield_maize_wheat,"('crop', 0.09323973293170347)"
1,,,,"('yield', 0.08943816368776678)"
2,,,,"('maize', 0.06261148801141837)"
3,,,,"('wheat', 0.054592837136293856)"
4,,,,"('production', 0.04981028540916261)"
5,,,,"('impact', 0.0485891069172412)"
6,,,,"('temperature', 0.04359175424463767)"
7,,,,"('future', 0.0410196266811316)"
8,,,,"('model', 0.038393261939363134)"
9,,,,"('area', 0.0357078515487672)"
