,Topic,Count,Name,-1
0,-1.0,30.0,-1_policy_health_social_community,"('policy', 0.06474207691933133)"
1,,,,"('health', 0.052809140152047095)"
2,,,,"('social', 0.04495386533315802)"
3,,,,"('community', 0.04291662018463567)"
4,,,,"('decision', 0.04084646380349078)"
5,,,,"('risk', 0.04084646380349078)"
6,,,,"('governance', 0.03441531799883703)"
7,,,,"('knowledge', 0.033307602984209685)"
8,,,,"('adaptive', 0.03218852252562677)"
9,,,,"('network', 0.03218852252562677)"
