,Topic,Count,Name,-1
0,-1.0,24.0,-1_community_local_vulnerability_social,"('community', 0.06178642514606893)"
1,,,,"('local', 0.05422631452274825)"
2,,,,"('vulnerability', 0.04972765683495554)"
3,,,,"('social', 0.03778140874182031)"
4,,,,"('sids', 0.035247684819098166)"
5,,,,"('region', 0.03265588627203912)"
6,,,,"('impact', 0.03265588627203912)"
7,,,,"('policy', 0.03133640941252991)"
8,,,,"('need', 0.030000104735984023)"
9,,,,"('based', 0.030000104735984023)"
