,Topic,Count,Name,-1
0,-1.0,14.0,-1_policy_development_impact_national,"('policy', 0.07602468632205643)"
1,,,,"('development', 0.059803015452850876)"
2,,,,"('impact', 0.05282493331509563)"
3,,,,"('national', 0.04167325022717622)"
4,,,,"('planning', 0.03971893431221358)"
5,,,,"('response', 0.037732825197330094)"
6,,,,"('state', 0.03571276546692105)"
7,,,,"('international', 0.03571276546692105)"
8,,,,"('future', 0.0336562887067867)"
9,,,,"('country', 0.0336562887067867)"
