,Topic,Count,Name,-1
0,-1.0,13.0,-1_forest_livestock_impact_crop,"('forest', 0.04722529245927879)"
1,,,,"('livestock', 0.04090436482805201)"
2,,,,"('impact', 0.03872543745785591)"
3,,,,"('crop', 0.03872543745785591)"
4,,,,"('region', 0.03872543745785591)"
5,,,,"('change', 0.034243678065749635)"
6,,,,"('perception', 0.03193401612776376)"
7,,,,"('drought', 0.029572923256585105)"
8,,,,"('resident', 0.029572923256585105)"
9,,,,"('period', 0.029572923256585105)"
