,Topic,Count,Name,-1
0,-1.0,68.0,-1_community_local_policy_environmental,"('community', 0.054951916027253064)"
1,,,,"('local', 0.047522407480702626)"
2,,,,"('policy', 0.035291730380912545)"
3,,,,"('environmental', 0.03177155669760872)"
4,,,,"('impact', 0.02865830015547887)"
5,,,,"('gender', 0.028129936719269524)"
6,,,,"('vulnerability', 0.027598695620620645)"
7,,,,"('approach', 0.027064507597779494)"
8,,,,"('social', 0.027064507597779494)"
9,,,,"('action', 0.025986996579494336)"
