,Topic,Count,Name,-1
0,-1.0,33.0,-1_water_management_future_system,"('water', 0.09039509105996103)"
1,,,,"('management', 0.05803695379070797)"
2,,,,"('future', 0.05262653278028833)"
3,,,,"('system', 0.04199616212373688)"
4,,,,"('risk', 0.036779097111253795)"
5,,,,"('impact', 0.035886932782739224)"
6,,,,"('decision', 0.03408135217662993)"
7,,,,"('flood', 0.03408135217662993)"
8,,,,"('resource', 0.03316746180532555)"
9,,,,"('model', 0.03131617118296814)"
