,Topic,Count,Name,-1
0,-1.0,42.0,-1_flood_risk_disaster_management,"('flood', 0.08362873664896717)"
1,,,,"('risk', 0.06131548274725891)"
2,,,,"('disaster', 0.041720792448989436)"
3,,,,"('management', 0.04101670806587295)"
4,,,,"('policy', 0.034488127000425625)"
5,,,,"('based', 0.03222642047135006)"
6,,,,"('impact', 0.031461850921091286)"
7,,,,"('hazard', 0.031461850921091286)"
8,,,,"('future', 0.031461850921091286)"
9,,,,"('event', 0.031461850921091286)"
