,Topic,Count,Name,-1
0,-1.0,44.0,-1_arctic_community_impact_risk,"('arctic', 0.059556189244781496)"
1,,,,"('community', 0.05213576854792295)"
2,,,,"('impact', 0.03454044163816281)"
3,,,,"('risk', 0.03307558427183087)"
4,,,,"('change', 0.03307558427183087)"
5,,,,"('extreme', 0.030840361137364096)"
6,,,,"('weather', 0.030840361137364096)"
7,,,,"('region', 0.028555859956393703)"
8,,,,"('inuit', 0.027003054116921717)"
9,,,,"('ice', 0.024624768754598503)"
