,Topic,Count,Name,-1
0,-1.0,69.0,-1_urban_city_planning_policy,"('urban', 0.09741261403334442)"
1,,,,"('city', 0.06894551162316494)"
2,,,,"('planning', 0.0561203251952567)"
3,,,,"('policy', 0.04022708159297334)"
4,,,,"('based', 0.0329734943601607)"
5,,,,"('risk', 0.03197006875192943)"
6,,,,"('local', 0.03044685900802819)"
7,,,,"('governance', 0.029418748971029966)"
8,,,,"('development', 0.028900738384481546)"
9,,,,"('approach', 0.028380011997806678)"
