,Topic,Count,Name,-1
0,-1.0,16.0,-1_policy_governance_risk_approach,"('policy', 0.0709216340451524)"
1,,,,"('governance', 0.06359397741734285)"
2,,,,"('risk', 0.06170979665360939)"
3,,,,"('approach', 0.05591769040069239)"
4,,,,"('process', 0.047826822013212276)"
5,,,,"('analysis', 0.04572902568438553)"
6,,,,"('barrier', 0.039225467202414654)"
7,,,,"('vulnerability', 0.039225467202414654)"
8,,,,"('planning', 0.0346892472511701)"
9,,,,"('capacity', 0.0346892472511701)"
