,Topic,Count,Name,-1
0,-1.0,10.0,-1_population_temperature_cocoa_emission,"('population', 0.08205131182167241)"
1,,,,"('temperature', 0.0469426724758197)"
2,,,,"('cocoa', 0.04428598004718385)"
3,,,,"('emission', 0.04428598004718385)"
4,,,,"('climatic', 0.035965355366110986)"
5,,,,"('period', 0.035965355366110986)"
6,,,,"('group', 0.03305620708329471)"
7,,,,"('latitude', 0.03305620708329471)"
8,,,,"('in', 0.030066843269452657)"
9,,,,"('higher', 0.030066843269452657)"
