,Topic,Count,Name,-1
0,-1.0,20.0,-1_weather_event_extreme_forecast,"('weather', 0.09456152954574511)"
1,,,,"('event', 0.06257641287808346)"
2,,,,"('extreme', 0.05782356879334056)"
3,,,,"('forecast', 0.03985042564995257)"
4,,,,"('wind', 0.03422057355984113)"
5,,,,"('impact', 0.03422057355984113)"
6,,,,"('local', 0.03276849972986155)"
7,,,,"('risk', 0.03129661755171027)"
8,,,,"('system', 0.02980374545617311)"
9,,,,"('result', 0.026749535626623366)"
