,Topic,Count,Name,-1
0,-1.0,24.0,-1_rainfall_impact_risk_weather,"('rainfall', 0.0506993886396066)"
1,,,,"('impact', 0.04255226524297478)"
2,,,,"('risk', 0.03889813884343332)"
3,,,,"('weather', 0.03889813884343332)"
4,,,,"('change', 0.03765537580915404)"
5,,,,"('model', 0.03765537580915404)"
6,,,,"('water', 0.03765537580915404)"
7,,,,"('drought', 0.0363993905461211)"
8,,,,"('increase', 0.0363993905461211)"
9,,,,"('trend', 0.029898657273590798)"
