,Topic,Count,Name,-1
0,-1.0,31.0,-1_drought_water_risk_result,"('drought', 0.11821017545143142)"
1,,,,"('water', 0.06422376545539227)"
2,,,,"('risk', 0.03781771491868168)"
3,,,,"('result', 0.03781771491868168)"
4,,,,"('area', 0.029292331060975355)"
5,,,,"('rainfall', 0.027299817257067857)"
6,,,,"('ecosystem', 0.027299817257067857)"
7,,,,"('impact', 0.027299817257067857)"
8,,,,"('future', 0.027299817257067857)"
9,,,,"('watershed', 0.026287891328024813)"
