,Topic,Count,Name,-1
0,-1.0,24.0,-1_impact_policy_urban_planning,"('impact', 0.0324911197323924)"
1,,,,"('policy', 0.0324911197323924)"
2,,,,"('urban', 0.029707008477253598)"
3,,,,"('planning', 0.028285970372780113)"
4,,,,"('first', 0.028285970372780113)"
5,,,,"('plan', 0.028285970372780113)"
6,,,,"('country', 0.026843995079667688)"
7,,,,"('information', 0.026843995079667688)"
8,,,,"('social', 0.02537966972320779)"
9,,,,"('future', 0.02537966972320779)"
