,Topic,Count,Name,-1
0,-1.0,15.0,-1_health_water_food_global,"('health', 0.06639531195007638)"
1,,,,"('water', 0.0553601453898039)"
2,,,,"('food', 0.05100723147422886)"
3,,,,"('global', 0.03867731106182362)"
4,,,,"('china', 0.030286144113781218)"
5,,,,"('city', 0.030286144113781218)"
6,,,,"('ganga', 0.028526031257674896)"
7,,,,"('service', 0.028526031257674896)"
8,,,,"('challenge', 0.0267338627511338)"
9,,,,"('human', 0.0267338627511338)"
