,Topic,Count,Name,-1
0,-1.0,23.0,-1_flood_risk_urban_impact,"('flood', 0.1267013653335481)"
1,,,,"('risk', 0.07631230964291331)"
2,,,,"('urban', 0.039594486147309906)"
3,,,,"('impact', 0.03560011880072555)"
4,,,,"('area', 0.03560011880072555)"
5,,,,"('strategy', 0.031460270930674945)"
6,,,,"('result', 0.031460270930674945)"
7,,,,"('increase', 0.031460270930674945)"
8,,,,"('river', 0.031460270930674945)"
9,,,,"('city', 0.03004394479860312)"
