,Topic,Count,Name,-1
0,-1.0,30.0,-1_impact_in_region_area,"('impact', 0.03350227859473914)"
1,,,,"('in', 0.030781489966073865)"
2,,,,"('region', 0.02798720980896802)"
3,,,,"('area', 0.02798720980896802)"
4,,,,"('economic', 0.02798720980896802)"
5,,,,"('population', 0.02798720980896802)"
6,,,,"('global', 0.02798720980896802)"
7,,,,"('water', 0.026079013320487877)"
8,,,,"('increasing', 0.026079013320487877)"
9,,,,"('change', 0.026079013320487877)"
