,Topic,Count,Name,-1
0,-1.0,18.0,-1_risk_decision_uncertainty_policy,"('risk', 0.07053912052248229)"
1,,,,"('decision', 0.05621098062905839)"
2,,,,"('uncertainty', 0.05470352305934809)"
3,,,,"('policy', 0.040358434589628435)"
4,,,,"('level', 0.040358434589628435)"
5,,,,"('natural', 0.03694315248326006)"
6,,,,"('information', 0.03694315248326006)"
7,,,,"('value', 0.035197619485668644)"
8,,,,"('hazard', 0.033424705480053184)"
9,,,,"('damage', 0.03162255664636665)"
