,Topic,Count,Name,-1
0,-1.0,13.0,-1_water_urban_river_risk,"('water', 0.09237137156564101)"
1,,,,"('urban', 0.05033910447716068)"
2,,,,"('river', 0.043629684255172684)"
3,,,,"('risk', 0.03895721671159598)"
4,,,,"('area', 0.03895721671159598)"
5,,,,"('city', 0.03409603946657161)"
6,,,,"('year', 0.03409603946657161)"
7,,,,"('result', 0.031584192605472565)"
8,,,,"('however', 0.031584192605472565)"
9,,,,"('flooding', 0.02901093212787827)"
