,Topic,Count,Name,-1
0,-1.0,13.0,-1_groundwater_water_aquifer_system,"('groundwater', 0.10304935906631355)"
1,,,,"('water', 0.09971223400766509)"
2,,,,"('aquifer', 0.05422490618535589)"
3,,,,"('system', 0.040514652282738164)"
4,,,,"('management', 0.037260707405829804)"
5,,,,"('resource', 0.03391378715882296)"
6,,,,"('in', 0.03220187393429887)"
7,,,,"('region', 0.03220187393429887)"
8,,,,"('arab', 0.028692247661945332)"
9,,,,"('level', 0.028692247661945332)"
