,Topic,Count,Name,-1
0,-1.0,38.0,-1_coastal_policy_level_planning,"('coastal', 0.07866037069206985)"
1,,,,"('policy', 0.047984917661158075)"
2,,,,"('level', 0.043576828904633935)"
3,,,,"('planning', 0.04207390868022719)"
4,,,,"('risk', 0.03978540152534881)"
5,,,,"('sea', 0.03345937488339218)"
6,,,,"('community', 0.032643164218069336)"
7,,,,"('decision', 0.032643164218069336)"
8,,,,"('local', 0.031820717745931315)"
9,,,,"('future', 0.03099183165682325)"
