,Topic,Count,Name,-1
0,-1.0,45.0,-1_farmer_food_household_agricultural,"('farmer', 0.09002653260255714)"
1,,,,"('food', 0.05145028538377718)"
2,,,,"('household', 0.0502834799132159)"
3,,,,"('agricultural', 0.04732324377345992)"
4,,,,"('strategy', 0.041824926417295294)"
5,,,,"('agriculture', 0.03802262018989423)"
6,,,,"('farm', 0.03275389299138324)"
7,,,,"('risk', 0.029326815728479456)"
8,,,,"('impact', 0.029326815728479456)"
9,,,,"('smallholder', 0.028627406846029976)"
