,Topic,Count,Name,-1
0,-1.0,60.0,-1_coastal_risk_community_level,"('coastal', 0.041458511321943066)"
1,,,,"('risk', 0.04095278793244068)"
2,,,,"('community', 0.03890892951806823)"
3,,,,"('level', 0.03839254889372439)"
4,,,,"('island', 0.03363928571287039)"
5,,,,"('water', 0.03309855267417402)"
6,,,,"('impact', 0.03200891469709252)"
7,,,,"('city', 0.029795263906964038)"
8,,,,"('development', 0.029234306350822067)"
9,,,,"('local', 0.027532147368209265)"
