,Topic,Count,Name,-1
0,-1.0,31.0,-1_drought_water_event_extreme,"('drought', 0.08875402504188316)"
1,,,,"('water', 0.06594958501347722)"
2,,,,"('event', 0.04132720176286619)"
3,,,,"('extreme', 0.0393880745063904)"
4,,,,"('model', 0.035413289255504896)"
5,,,,"('rainfall', 0.035413289255504896)"
6,,,,"('temperature', 0.03337305588749134)"
7,,,,"('future', 0.03233856068335428)"
8,,,,"('increase', 0.03233856068335428)"
9,,,,"('precipitation', 0.03233856068335428)"
