,Topic,Count,Name,-1
0,-1.0,37.0,-1_city_water_urban_impact,"('city', 0.052439000211580176)"
1,,,,"('water', 0.04559905733088796)"
2,,,,"('urban', 0.03503935145101593)"
3,,,,"('impact', 0.030708887537994677)"
4,,,,"('health', 0.028925530175153785)"
5,,,,"('in', 0.028925530175153785)"
6,,,,"('system', 0.028021786216226356)"
7,,,,"('environmental', 0.028021786216226356)"
8,,,,"('thermal', 0.026188516739687827)"
9,,,,"('design', 0.02431833166624894)"
