,Topic,Count,Name,-1
0,-1.0,23.0,-1_household_farmer_policy_country,"('household', 0.06048811147245465)"
1,,,,"('farmer', 0.04131450628793505)"
2,,,,"('policy', 0.04131450628793505)"
3,,,,"('country', 0.0388682912153403)"
4,,,,"('livelihood', 0.0388682912153403)"
5,,,,"('impact', 0.03762642207386)"
6,,,,"('population', 0.03637134327483622)"
7,,,,"('region', 0.03510247131858142)"
8,,,,"('development', 0.03252074080401577)"
9,,,,"('strategy', 0.03252074080401577)"
