,Topic,Count,Name,-1
0,-1.0,28.0,-1_risk_vulnerability_social_planning,"('risk', 0.06154126162156656)"
1,,,,"('vulnerability', 0.053833200757428104)"
2,,,,"('social', 0.04205499720996759)"
3,,,,"('planning', 0.0395677607139942)"
4,,,,"('disaster', 0.03830496178435563)"
5,,,,"('policy', 0.03443309382323144)"
6,,,,"('community', 0.03443309382323144)"
7,,,,"('process', 0.03443309382323144)"
8,,,,"('local', 0.03311246947290992)"
9,,,,"('action', 0.03311246947290992)"
