,Topic,Count,Name,-1
0,-1.0,29.0,-1_urban_city_policy_strategy,"('urban', 0.08453255024719596)"
1,,,,"('city', 0.06340791002777235)"
2,,,,"('policy', 0.050273351223657115)"
3,,,,"('strategy', 0.046292653987602045)"
4,,,,"('planning', 0.0442575400242399)"
5,,,,"('risk', 0.04008861968641867)"
6,,,,"('development', 0.033553212856524135)"
7,,,,"('new', 0.03242635558851469)"
8,,,,"('resilience', 0.03242635558851469)"
9,,,,"('approach', 0.03128752409708097)"
