,Topic,Count,Name,-1
0,-1.0,10.0,-1_forest_community_traditional_ecosystem,"('forest', 0.09997441749319025)"
1,,,,"('community', 0.058142457990190716)"
2,,,,"('traditional', 0.058142457990190716)"
3,,,,"('ecosystem', 0.05562917609669578)"
4,,,,"('knowledge', 0.05307300127034307)"
5,,,,"('strategy', 0.05307300127034307)"
6,,,,"('management', 0.050471181917809166)"
7,,,,"('policy', 0.047820598638136855)"
8,,,,"('local', 0.047820598638136855)"
9,,,,"('impact', 0.04235832485779798)"
