,Topic,Count,Name,-1
0,-1.0,40.0,-1_approach_planning_action_framework,"('approach', 0.04607366980830785)"
1,,,,"('planning', 0.04258078281831828)"
2,,,,"('action', 0.03989711816074033)"
3,,,,"('framework', 0.03715328841377896)"
4,,,,"('social', 0.03622434584366039)"
5,,,,"('community', 0.03528784953450094)"
6,,,,"('process', 0.03339115579297647)"
7,,,,"('resilience', 0.03146093936699489)"
8,,,,"('risk', 0.03146093936699489)"
9,,,,"('policy', 0.030482457987803573)"
