,Topic,Count,Name,-1
0,-1.0,15.0,-1_human_neandertal_nasal_variation,"('human', 0.08468518883658266)"
1,,,,"('neandertal', 0.06743515188748725)"
2,,,,"('nasal', 0.05969983179565563)"
3,,,,"('variation', 0.04817216631813713)"
4,,,,"('modern', 0.04817216631813713)"
5,,,,"('sample', 0.046446728688822714)"
6,,,,"('shape', 0.04113122658333127)"
7,,,,"('body', 0.039308760323639017)"
8,,,,"('population', 0.03745849330835027)"
9,,,,"('breadth', 0.035578657617767885)"
