,Topic,Count,Name,-1
0,-1.0,37.0,-1_community_country_rural_local,"('community', 0.04732021513643916)"
1,,,,"('country', 0.03591883746045842)"
2,,,,"('rural', 0.03350282245125355)"
3,,,,"('local', 0.03350282245125355)"
4,,,,"('government', 0.030195680928514077)"
5,,,,"('policy', 0.029352207930418442)"
6,,,,"('vulnerability', 0.026777797325966964)"
7,,,,"('based', 0.026777797325966964)"
8,,,,"('private', 0.02590403230433953)"
9,,,,"('impact', 0.025021911654279496)"
