,Topic,Count,Name,-1
0,-1.0,43.0,-1_policy_plan_urban_energy,"('policy', 0.03980588785099623)"
1,,,,"('plan', 0.031433141923004684)"
2,,,,"('urban', 0.03063949258670548)"
3,,,,"('energy', 0.029839695653360972)"
4,,,,"('country', 0.029033543691863395)"
5,,,,"('impact', 0.026574659160394254)"
6,,,,"('city', 0.024049542252558613)"
7,,,,"('information', 0.02232510046745642)"
8,,,,"('first', 0.02232510046745642)"
9,,,,"('public', 0.02144942079444859)"
