,Topic,Count,Name,-1
0,-1.0,47.0,-1_local_policy_social_community,"('local', 0.052589313563256454)"
1,,,,"('policy', 0.04746299220188839)"
2,,,,"('social', 0.03657467023430631)"
3,,,,"('community', 0.03514259942986088)"
4,,,,"('knowledge', 0.0344197266676676)"
5,,,,"('based', 0.031479707566335294)"
6,,,,"('impact', 0.031479707566335294)"
7,,,,"('level', 0.030731867288589777)"
8,,,,"('capacity', 0.029219679612871904)"
9,,,,"('resilience', 0.028454976615568502)"
