,Topic,Count,Name,-1
0,-1.0,49.0,-1_risk_health_disaster_impact,"('risk', 0.05241741512907915)"
1,,,,"('health', 0.048977500160819705)"
2,,,,"('disaster', 0.043045771298187235)"
3,,,,"('impact', 0.03554209708899762)"
4,,,,"('country', 0.030928698702361916)"
5,,,,"('community', 0.028888173838404186)"
6,,,,"('effect', 0.028198669302955594)"
7,,,,"('social', 0.025390043249541604)"
8,,,,"('global', 0.025390043249541604)"
9,,,,"('related', 0.025390043249541604)"
