,Topic,Count,Name,-1
0,-1.0,49.0,-1_urban_city_planning_resilience,"('urban', 0.0964850832068826)"
1,,,,"('city', 0.08465199013695632)"
2,,,,"('planning', 0.04473707781576633)"
3,,,,"('resilience', 0.04008899695128983)"
4,,,,"('policy', 0.04008899695128983)"
5,,,,"('strategy', 0.036658490783620885)"
6,,,,"('risk', 0.031676891390442455)"
7,,,,"('process', 0.030946198549733135)"
8,,,,"('local', 0.02946913447541907)"
9,,,,"('approach', 0.02946913447541907)"
