,Topic,Count,Name,-1,0,1
0,-1.0,26.0,-1_temperature_model_energy_summer,"('temperature', 0.043122559010587085)","('increase', 0.04240062748409957)","('exposure', 0.09950803190339133)"
1,0.0,45.0,0_increase_precipitation_extreme_rainfall,"('model', 0.03905418105671112)","('precipitation', 0.041857224389195216)","('population', 0.08692927657094895)"
2,1.0,10.0,1_exposure_population_heat_extreme,"('energy', 0.032429137406860375)","('extreme', 0.038969998861933926)","('heat', 0.08563321620066147)"
3,,,,"('summer', 0.03204906455624728)","('rainfall', 0.037566438572919365)","('extreme', 0.07705679582619346)"
4,,,,"('trend', 0.032005141831696865)","('temperature', 0.03227436099303774)","('temperature', 0.06779726922757132)"
5,,,,"('extreme', 0.031352181641203805)","('future', 0.03193485502141927)","('effect', 0.06296379661852455)"
6,,,,"('projection', 0.031020333606337974)","('day', 0.03004546523837898)","('change', 0.04929869079937591)"
7,,,,"('warming', 0.030713686866403647)","('change', 0.028945668121391124)","('risk', 0.04547385311337884)"
8,,,,"('increase', 0.03031583722738939)","('trend', 0.027645506535244384)","('high', 0.04196944788504712)"
9,,,,"('year', 0.029790699578671365)","('region', 0.02644352799023376)","('health', 0.03824137096347378)"
