,Topic,Count,Name,-1
0,-1.0,16.0,-1_vulnerability_risk_social_system,"('vulnerability', 0.0695949070802081)"
1,,,,"('risk', 0.06208555169905609)"
2,,,,"('social', 0.0605410710046572)"
3,,,,"('system', 0.049267385795144086)"
4,,,,"('disaster', 0.04587682049598781)"
5,,,,"('community', 0.04414894070440543)"
6,,,,"('development', 0.04239786199594962)"
7,,,,"('data', 0.036992265127001545)"
8,,,,"('local', 0.035134426495721224)"
9,,,,"('level', 0.035134426495721224)"
