,Topic,Count,Name,-1
0,-1.0,51.0,-1_coastal_risk_level_policy,"('coastal', 0.06910181582735786)"
1,,,,"('risk', 0.04480791793363519)"
2,,,,"('level', 0.0403221941317275)"
3,,,,"('policy', 0.039750057051627125)"
4,,,,"('community', 0.03859765748826297)"
5,,,,"('planning', 0.03566675555534267)"
6,,,,"('management', 0.03018999240027688)"
7,,,,"('sea', 0.029563577441056137)"
8,,,,"('future', 0.02893324669376699)"
9,,,,"('decision', 0.028298893096899508)"
