,Topic,Count,Name,-1
0,-1.0,24.0,-1_risk_disaster_local_country,"('risk', 0.06874589675240023)"
1,,,,"('disaster', 0.0588510716252393)"
2,,,,"('local', 0.04456897292470784)"
3,,,,"('country', 0.042037748184756904)"
4,,,,"('development', 0.039454831933816145)"
5,,,,"('community', 0.03681583089171614)"
6,,,,"('vulnerability', 0.0354737123769395)"
7,,,,"('reduction', 0.03134774926115866)"
8,,,,"('policy', 0.03134774926115866)"
9,,,,"('health', 0.03134774926115866)"
