,Topic,Count,Name,-1
0,-1.0,44.0,-1_coastal_strategy_community_flood,"('coastal', 0.05783356691115722)"
1,,,,"('strategy', 0.041705711488149944)"
2,,,,"('community', 0.03585845323164967)"
3,,,,"('flood', 0.032477875679503075)"
4,,,,"('impact', 0.032477875679503075)"
5,,,,"('risk', 0.032477875679503075)"
6,,,,"('level', 0.032477875679503075)"
7,,,,"('scenario', 0.027556343960643652)"
8,,,,"('area', 0.026832937360246095)"
9,,,,"('sea', 0.025369184960097248)"
