,Topic,Count,Name,-1,0,1
0,-1.0,11.0,-1_flood_pole_hurricane_impact,"('flood', 0.055024771271832404)","('community', 0.04741963594690975)","('model', 0.06940565338910958)"
1,0.0,18.0,0_community_disaster_risk_management,"('pole', 0.0391269648651639)","('disaster', 0.04675980641733075)","('hurricane', 0.06059960785179205)"
2,1.0,14.0,1_model_hurricane_cyclone_storm,"('hurricane', 0.03494960642568476)","('risk', 0.035562839212115144)","('cyclone', 0.05570163086433847)"
3,,,,"('impact', 0.03267283048971084)","('management', 0.03376616540202669)","('storm', 0.05188220212434807)"
4,,,,"('storm', 0.029922017798835784)","('event', 0.03267788674980576)","('impact', 0.04780001906187015)"
5,,,,"('emission', 0.02880271803938616)","('hurricane', 0.031788215346817236)","('loss', 0.03972594520356452)"
6,,,,"('decay', 0.027360074167747623)","('area', 0.031394940414820396)","('surge', 0.03828031894724101)"
7,,,,"('coastal', 0.027102519733373617)","('cyclone', 0.031144997902640865)","('wind', 0.03583947108958283)"
8,,,,"('result', 0.02697776932679117)","('related', 0.025939194677156434)","('damage', 0.03572076689250023)"
9,,,,"('cost', 0.02655605224288208)","('vulnerability', 0.025798295287613376)","('coastal', 0.03524507646023623)"
