,Topic,Count,Name,-1
0,-1.0,25.0,-1_area_risk_design_planning,"('area', 0.04289089210865826)"
1,,,,"('risk', 0.04044881019001722)"
2,,,,"('design', 0.03795745147771109)"
3,,,,"('planning', 0.03541263133704145)"
4,,,,"('impact', 0.03411866236954161)"
5,,,,"('challenge', 0.03280940123092144)"
6,,,,"('building', 0.02878168611754142)"
7,,,,"('system', 0.02740261097652483)"
8,,,,"('environmental', 0.02740261097652483)"
9,,,,"('development', 0.026003394289175672)"
