,Topic,Count,Name,-1
0,-1.0,57.0,-1_policy_risk_approach_system,"('policy', 0.040092560392908476)"
1,,,,"('risk', 0.03831322260138461)"
2,,,,"('approach', 0.03405370988870073)"
3,,,,"('system', 0.032177541115341816)"
4,,,,"('future', 0.030267758168346398)"
5,,,,"('need', 0.030267758168346398)"
6,,,,"('new', 0.02962324090957577)"
7,,,,"('framework', 0.02962324090957577)"
8,,,,"('impact', 0.028321668400931425)"
9,,,,"('development', 0.027664373786812673)"
