,Topic,Count,Name,-1
0,-1.0,26.0,-1_drought_crop_soil_yield,"('drought', 0.13542475075732757)"
1,,,,"('crop', 0.048648126572189275)"
2,,,,"('soil', 0.042813910921021214)"
3,,,,"('yield', 0.03979528264063357)"
4,,,,"('water', 0.03877245640732541)"
5,,,,"('system', 0.03352023606527937)"
6,,,,"('food', 0.03352023606527937)"
7,,,,"('strategy', 0.030245079744133294)"
8,,,,"('level', 0.030245079744133294)"
9,,,,"('farmer', 0.030245079744133294)"
