,Topic,Count,Name,-1,0,1
0,-1.0,46.0,-1_extreme_city_impact_result,"('extreme', 0.039255296253692055)","('risk', 0.039391668351523974)","('temperature', 0.0824239487718618)"
1,0.0,25.0,0_risk_health_social_level,"('city', 0.03547217306303796)","('health', 0.033026422440857205)","('heat', 0.06608783355631079)"
2,1.0,22.0,1_temperature_heat_related_population,"('impact', 0.02831449708135283)","('social', 0.03196634615810633)","('related', 0.05246058354210281)"
3,,,,"('result', 0.025706498937201873)","('level', 0.031635461248144155)","('population', 0.04465906361996129)"
4,,,,"('future', 0.02513005015554435)","('event', 0.03137978982032115)","('exposure', 0.04147289651764722)"
5,,,,"('precipitation', 0.02477385694479519)","('extreme', 0.030501904193230726)","('future', 0.04128004812339692)"
6,,,,"('increase', 0.024521373721131785)","('policy', 0.02796851532836963)","('mortality', 0.03900477428381611)"
7,,,,"('global', 0.02417091214261827)","('heat', 0.026386206584678096)","('cvd', 0.03457484331194506)"
8,,,,"('warming', 0.023848990140705757)","('local', 0.026344748034731694)","('crop', 0.03415241264428993)"
9,,,,"('change', 0.02375243433453941)","('disaster', 0.02507584521128224)","('extreme', 0.03260811557584495)"
