,Topic,Count,Name,-1,0,1
0,-1.0,22.0,-1_forest_precipitation_cover_effect,"('forest', 0.035248892571624314)","('water', 0.08371349995761194)","('precipitation', 0.09594240486095906)"
1,0.0,20.0,0_water_model_land_use,"('precipitation', 0.03394529252023711)","('model', 0.049577686347162545)","('extreme', 0.056991140553549965)"
2,1.0,10.0,1_precipitation_extreme_model_influence,"('cover', 0.0328492144949713)","('land', 0.04837690274442182)","('model', 0.04445568498425378)"
3,,,,"('effect', 0.03178279265904712)","('use', 0.04670873368426935)","('influence', 0.04019889300592816)"
4,,,,"('policy', 0.030442225402766452)","('river', 0.04513084247106791)","('variability', 0.038919488601239775)"
5,,,,"('future', 0.029369085751856972)","('reservoir', 0.04372422222805297)","('budget', 0.03666918767814226)"
6,,,,"('emission', 0.028219499126530923)","('future', 0.04045934777186204)","('ratio', 0.03666918767814226)"
7,,,,"('model', 0.027234168037029417)","('impact', 0.0352906886859077)","('tp', 0.03666918767814226)"
8,,,,"('npp', 0.02721532871829363)","('management', 0.03446832532318312)","('recycle', 0.03666918767814226)"
9,,,,"('basin', 0.026199673778249024)","('area', 0.03289243527339482)","('regional', 0.034924467190182294)"
