,Topic,Count,Name,-1
0,-1.0,86.0,-1_community_level_risk_local,"('community', 0.042377494450166905)"
1,,,,"('level', 0.03541570185227615)"
2,,,,"('risk', 0.03541570185227615)"
3,,,,"('local', 0.03274198186494103)"
4,,,,"('coastal', 0.03274198186494103)"
5,,,,"('impact', 0.030000233139306744)"
6,,,,"('island', 0.027995866834572326)"
7,,,,"('water', 0.026773230760924846)"
8,,,,"('city', 0.025949277297628574)"
9,,,,"('country', 0.025534537723734776)"
