,Topic,Count,Name,-1
0,-1.0,39.0,-1_policy_community_vulnerability_development,"('policy', 0.05846843852927558)"
1,,,,"('community', 0.054597699685461125)"
2,,,,"('vulnerability', 0.0431705631495693)"
3,,,,"('development', 0.03706166288702141)"
4,,,,"('local', 0.03616306496042706)"
5,,,,"('social', 0.033423884529751424)"
6,,,,"('response', 0.028697988687560103)"
7,,,,"('measure', 0.027725853534455707)"
8,,,,"('environmental', 0.02674383408276459)"
9,,,,"('context', 0.02674383408276459)"
