,Topic,Count,Name,-1
0,-1.0,74.0,-1_risk_policy_three_assessment,"('risk', 0.04889286596846913)"
1,,,,"('policy', 0.04294436531957149)"
2,,,,"('three', 0.04207213984914186)"
3,,,,"('assessment', 0.03897058737363854)"
4,,,,"('vulnerability', 0.037616781673843615)"
5,,,,"('process', 0.037616781673843615)"
6,,,,"('approach', 0.037616781673843615)"
7,,,,"('planning', 0.03532514081103587)"
8,,,,"('development', 0.03345794778115421)"
9,,,,"('decision', 0.02864251576498999)"
