,Topic,Count,Name,-1
0,-1.0,25.0,-1_management_approach_risk_strategy,"('management', 0.04352400760852368)"
1,,,,"('approach', 0.04085577847825145)"
2,,,,"('risk', 0.04085577847825145)"
3,,,,"('strategy', 0.03812898445115809)"
4,,,,"('challenge', 0.03812898445115809)"
5,,,,"('system', 0.03674196807871334)"
6,,,,"('policy', 0.031017379122756497)"
7,,,,"('process', 0.031017379122756497)"
8,,,,"('analysis', 0.028034751068416935)"
9,,,,"('impact', 0.028034751068416935)"
