,Topic,Count,Name,-1
0,-1.0,72.0,-1_urban_green_temperature_area,"('urban', 0.06158204880233389)"
1,,,,"('green', 0.047637989851695706)"
2,,,,"('temperature', 0.04392716940012818)"
3,,,,"('area', 0.03616453836480092)"
4,,,,"('city', 0.03291046705912297)"
5,,,,"('building', 0.03040434917194103)"
6,,,,"('tree', 0.03040434917194103)"
7,,,,"('energy', 0.02998074309348833)"
8,,,,"('effect', 0.02998074309348833)"
9,,,,"('cooling', 0.029128187899579057)"
