,Topic,Count,Name,-1
0,-1.0,59.0,-1_city_policy_local_urban,"('city', 0.040687646499770434)"
1,,,,"('policy', 0.03545909894779205)"
2,,,,"('local', 0.03275307178536133)"
3,,,,"('urban', 0.028845772800076313)"
4,,,,"('social', 0.027701131128629982)"
5,,,,"('based', 0.026542751774272733)"
6,,,,"('development', 0.025958178943536015)"
7,,,,"('capacity', 0.025369883650881667)"
8,,,,"('risk', 0.024777758480295106)"
9,,,,"('in', 0.024777758480295106)"
