,Topic,Count,Name,-1
0,-1.0,15.0,-1_community_impact_local_planning,"('community', 0.05879788465498243)"
1,,,,"('impact', 0.05681418749412152)"
2,,,,"('local', 0.048602936860413906)"
3,,,,"('planning', 0.048602936860413906)"
4,,,,"('social', 0.04430986701631886)"
5,,,,"('action', 0.03759011342571325)"
6,,,,"('strategy', 0.035264407943830685)"
7,,,,"('value', 0.03288988604100193)"
8,,,,"('future', 0.03288988604100193)"
9,,,,"('adaptive', 0.03046203517400893)"
