,Topic,Count,Name,-1
0,-1.0,40.0,-1_policy_water_management_result,"('policy', 0.049252701568861426)"
1,,,,"('water', 0.042323230060417966)"
2,,,,"('management', 0.0349922350223491)"
3,,,,"('result', 0.0342332217991679)"
4,,,,"('ecosystem', 0.03346898478700214)"
5,,,,"('impact', 0.03269937265933301)"
6,,,,"('emission', 0.030356633758394237)"
7,,,,"('analysis', 0.02876471706488296)"
8,,,,"('based', 0.027959114751937627)"
9,,,,"('scenario', 0.02714677517827026)"
