,Topic,Count,Name,-1,0,1
0,-1.0,2.0,-1_seedling_budbreak_growth_origin,"('seedling', 0.2506685183950139)","('risk', 0.02365268255944735)","('human', 0.07408258799919294)"
1,0.0,151.0,0_risk_policy_model_area,"('budbreak', 0.23118539608808378)","('policy', 0.021614578695974482)","('neandertal', 0.055634351616051805)"
2,1.0,27.0,1_human_neandertal_nasal_variation,"('growth', 0.1980791495867642)","('model', 0.02091933025827749)","('nasal', 0.05021448294265551)"
3,,,,"('origin', 0.17767111467880883)","('area', 0.020116480310503032)","('variation', 0.04228145639258786)"
4,,,,"('cessation', 0.16724716505097495)","('impact', 0.01950289181587302)","('body', 0.04003692990064294)"
5,,,,"('seed', 0.16438750323159732)","('temperature', 0.019231877832001483)","('population', 0.03812325885575929)"
6,,,,"('height', 0.15199031603012741)","('country', 0.01914308186715267)","('modern', 0.03802677902593798)"
7,,,,"('nb', 0.12761535791208856)","('level', 0.01789677131338936)","('sample', 0.036398370316682034)"
8,,,,"('dormancy', 0.12761535791208856)","('data', 0.017533467185038863)","('shape', 0.03205447882701692)"
9,,,,"('sowing', 0.12761535791208856)","('city', 0.017493447212989958)","('difference', 0.030787329080986508)"
